<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.06	17:41:05	13.2747	13.2747	13.2745	13.2745	2	0	200
2025.02.06	17:41:08	13.2747	13.2747	13.2747	13.2747	1	0	200
2025.02.06	17:41:09	13.2745	13.2745	13.2742	13.2742	2	0	199
2025.02.06	17:41:13	13.2732	13.2732	13.2732	13.2732	1	0	200
2025.02.06	17:41:14	13.2730	13.2730	13.2717	13.2717	3	0	199
2025.02.06	17:41:15	13.2712	13.2712	13.2712	13.2712	1	0	199
2025.02.06	17:41:19	13.2707	13.2707	13.2700	13.2700	2	0	199
2025.02.06	17:41:20	13.2720	13.2720	13.2720	13.2720	1	0	199
2025.02.06	17:41:21	13.2717	13.2717	13.2700	13.2700	3	0	200
2025.02.06	17:41:22	13.2722	13.2730	13.2722	13.2730	4	0	199
2025.02.06	17:41:23	13.2732	13.2735	13.2732	13.2735	4	0	200
2025.02.06	17:41:24	13.2717	13.2732	13.2717	13.2730	3	0	200
2025.02.06	17:41:25	13.2732	13.2732	13.2730	13.2732	3	0	200
2025.02.06	17:41:26	13.2727	13.2732	13.2727	13.2732	2	0	199
2025.02.06	17:41:27	13.2740	13.2740	13.2735	13.2735	2	0	199
2025.02.06	17:41:28	13.2740	13.2750	13.2740	13.2750	6	0	199
2025.02.06	17:41:29	13.2752	13.2760	13.2752	13.2757	4	0	199
2025.02.06	17:41:30	13.2760	13.2780	13.2760	13.2780	6	0	199
2025.02.06	17:41:31	13.2782	13.2785	13.2780	13.2785	4	0	199
2025.02.06	17:41:32	13.2780	13.2780	13.2780	13.2780	1	0	199
2025.02.06	17:41:36	13.2777	13.2780	13.2777	13.2780	2	0	200
2025.02.06	17:41:40	13.2777	13.2777	13.2760	13.2760	2	0	200
2025.02.06	17:41:41	13.2762	13.2765	13.2762	13.2765	2	0	200
2025.02.06	17:41:48	13.2762	13.2765	13.2740	13.2740	3	0	200
2025.02.06	17:41:49	13.2735	13.2740	13.2735	13.2740	2	0	199
